Symbol
ABCF1
ABHD16A
ACACB
ACBD3
ADD1
ADD1
AFAP1L1
AFF4
AHNAK
AHNAK
AHNAK
AHNAK
AHNAK
AKAP13
AKT1
ALPK1
AMER1
ANXA2P2;ANXA2;
APOBR
ARFGEF2
ARHGAP17
ARHGAP24
ARHGEF1
ARHGEF16
ASAP2
ATAD2
ATP6V0A2
ATR
ATXN1L
AUP1
BAD
BAIAP2
BAIAP2L1
BAIAP2L1
BCAS1
BIN1
BIN1
BLOC1S3
BUD13
C19orf47
C2CD5
C9orf152
CA9
CAMSAP1
CAMSAP1
CAST
CBX3
CCAR2
CCDC9
CD2AP
CDC42EP1
CDC42EP1
CDC42EP2
CDKN2AIP
CENPB
CERS2
CHD1L
CHD9
CHGB
CHMP3
CLIP1
CTDSPL2
CTNNA1
CTNND1
CTTN
DAB2IP
DAXX
DBNL
DCLK1
DCLK1
DDX1
DDX54
DDX55
DDX59
DDX60L
DENND4C
DNAJC1
DSP
DYNC1H1
DYNC1I2
DYNC1LI2
EDC4
EEF1D
EIF3G
EIF4B
EIF4ENIF1
EIF4ENIF1
EML4
EPB41L1
EPN1
EPN1
EPS15
EPS8L1
ERBB2
ERBIN;ERBB2IP;
EXO1
EXOC1
FAM103A1
FAM129A
FAM129B
FAM129B
FAM129B
FAM177A1
FAM219A
FAM21C;FAM21A;
FBN1
FBN3
FGFR1OP
FKBP15
FNBP1L
FOXK1
FOXQ1
GAB2
GAK
GOLGA5
GORASP1
GPN1
GRAMD1A
GRK5
GTPBP1
GYPA;GPErik;
HDAC1
HDAC9;HDAC5;HDAC4;
HID1
HIVEP2
HNRNPA1L2;HNRNPA1;
HNRNPUL1
HRASLS5
HSP90AA1
HSP90AB2P;HSP90AB1;
HSP90AB3P;HSP90AB1;
HTATSF1
HUWE1
HUWE1
HVCN1
IBTK
IRAK3
IRF2BP2
ITPKB
ITSN2
KDM3B
KIAA0930
KIAA1462
KIF13B
KLC4
KLF3
KMT2A
KMT2A
KRT19
LAS1L
LASP1
LENG8
LIMA1
LIMA1
LIMA1
LIN37
LMO7
LRBA
LRRC16A
LSM14A
LSR
MAP4
MAPK3
MARCKS
MBD1
MCF2L2
MEF2D
MESDC1
METTL3
MIA3
MLLT4
MLPH
MRGBP
MTDH
MTDH
MTMR3
MYCT1
MYCT1
MYO18A
MYO18A
MYRIP
NACA2;NACA;
NCOA5
NCOR1
NDE1
NDRG1
NEB
NEK9
NELFB
NEXN
NFIB
NFIX
NOP2
NSFL1C
NUCB1
NUCKS1
NUMBL
NUP107
NUP88
PAK1
PALM3
PARP10
PAWR
PCYT1A
PDHA1
PELP1
PGRMC1
PHACTR4
PHAX
PHF3
PHLDB1
PICALM
PIKFYVE
PKD1L3
PKN2
PKP4
PLEC
PLEKHA6
PLEKHG2
PLPP6
POLR2A
PPIG
PPP1R37
PPP2R5C
PREPL
PRKAB1
PRKCH
PRKCI
PRPSAP1
PRRC2A
PRRC2B
PTK2B;AOX1;
RAD9A
RAI1
RALGAPA2
RBM12B
RBM12B
RBM7
RBMXL1;RBMX;
RGS14
RGS3
RIPK3
RNASEK-C17orf49;C17orf49;BAP18;
RPLP2
RRBP1
RREB1
RTN3
SAFB
SAMHD1
SAP30L
SARG
SART1
SCAF4
SCRIB
SCRIB
SCRIB
SEC16A
SEC16A
SEC16B
SEC31A
SEPP1
SERBP1
SERPINA1
SET
SET
SETD2
SF3A1
SF3B1
SH3RF1
SHANK2
SHANK3
SHC1
SHROOM2
SHTN1
SIN3A
SIPA1L1
SLC9A3R2
SLK
SMARCA5
SMC3
SMCR8
SMIM1
SNRNP200
SOS1
SP110
SP3
SPTBN1
SRCAP
SRRM2
SSFA2
SSH3
SSR1
SSR1
STRN4
STT3A
SUCO
SYMPK
TAF12
TAF15
TAX1BP3
THAP5
TJAP1
TJP1
TJP1
TJP2
TJP2
TMEM181
TMEM51
TMEM87B
TMPO
TMPO
TMPO
TMTC4
TNKS1BP1
TNRC18
TNRC18
TNRC18
TNS1
TNS1
TNS3
TOP2B
TOR1AIP1
TOR1AIP1
TP53BP1
TP53BP2
TRAM1
TRIM28
TRIM56
TRMT1
TRRAP
UBA1
ULK1
USP47
USP7
USP9X
UTRN
VAMP8
VIM
VIPAS39
VPS4B
WIPF2
WTAP
YBX1
ZBTB21
ZBTB38;CTBS;
ZC3H18
ZC3HC1
ZCCHC8
ZCCHC8
ZDHHC5
ZNF219
ZNF408
ZNF512B
ZNF660;ZNF28;
