N33T34,N39T40,N65T66,N117T118,N155T156,N231T232,N249T250,N15T16,N17T18,N21T22,N23T24,N25T26,N27T28,N29T30,N31T32,N35T36,N37T38,N41T42,N45T46,N53T54,N55T56,N59T60,N63T64,N67T68,N87T88,N91T92,N95T96,N111T112,N115T116,N119T120,N123T124,N131T132,N135T136,N137T138,N139T140,N143T144,N147T148,N149T150,N161T162,N163T164,N165T166,N167T168,N169T170,N173T174,N179T180,N181T182,N189T190,N195T196,N211T212,N215T216,N219T220,N221T222,N13T14,N235T236,N145T146,N201T202,N191T192,N225T226,N193T194,N199T200,N203T204,N217T218,N209T210,N213T214,N257T258,N2397T2398,N5263T5264,N247T248,N253T254,N89T90,N265T266,N269T270,N267T268,N271T272,N43T44,N61T62,N5357T5358,N5373T5374,N5381T5382,N5759T5760
-0.12617684185751685,0.0,0.37680225417447527,0.0,0.0,0.1576437574037559,0.0,0.0,0.16059308010249987,-0.5906923096888456,0.0,-0.4933549721023198,0.09665050141588814,-0.02639466065566566,0.024629931423276342,0.0,0.0,0.059524386809821035,0.0,0.0,-0.4235266662892721,0.0,0.0,0.0,0.0,0.0,0.0,-0.2956297959134716,-0.19686944205712825,0.2173831745363812,-0.23414944874252777,-0.6617713228674238,0.0,-0.5367457301864185,-0.10960407384182626,-0.3937867298069433,-0.4562453442671481,0.0,0.0,-0.14380478753867637,-0.41376121823427087,0.0,0.0,-0.09282076562587979,-0.07616392770215681,-0.20949852017756504,-0.3667042064282817,0.0,-0.12651834914277915,-0.7689244204003745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.059523058987138035,0.04193465504282251,-0.00959586807786256,0.0,0.0,0.0,-0.2739360501291869,-1.0,-0.34199591631263293,-0.17865774859046882,0.0,0.13749309249349692,-0.25385127759129666,0.11659860157580289,-0.21523650151172877,0.007364470682947437
0.17404999291104772,0.0,0.0,0.0,0.27868999051048665,0.1576437574037559,0.0,0.0,-0.04315196464849565,0.0,0.0,-0.16108852820227035,0.09665050141588814,0.0,0.11659860157580289,0.0,0.009577626210795595,0.0,0.0,-0.4933549721023198,-0.09282076562587979,0.0,0.0,0.0,0.0,-0.2956297959134716,-0.5906923096888456,-1.0,0.0,-0.07616392770215681,0.0,0.0,0.0,-0.2739360501291869,0.0,0.0,-0.25385127759129666,0.0,0.0,0.0,0.28271071742420545,0.0,0.024629931423276342,0.0,0.16059308010249987,-0.30451555774572425,-0.10960407384182626,-0.4562453442671481,-0.17865774859046882,0.0,-0.19686944205712825,-0.14380478753867637,-0.3181511049149396,0.18589726559633948,0.0,0.0,-0.5367457301864185,-0.6617713228674238,0.0,0.0,-0.3667042064282817,-0.21523650151172877,0.0,0.0,0.04193465504282251,-0.7689244204003745,-0.00959586807786256,0.0,0.0,0.0,-0.059523058987138035,0.0,-0.4235266662892721,-0.12651834914277915,-0.34199591631263293,-0.02639466065566566,-0.3937867298069433,0.0,0.0,0.0
0.0,0.536373626084336,0.01492732636617692,0.2454386958729456,0.0,0.44062224327050425,-0.27803543077385495,0.0,0.0,0.0,-1.0,-0.10960407384182626,0.0,0.0,-0.4933549721023198,-0.16108852820227035,-0.034326729591865626,0.0,0.0,0.0,-0.23414944874252777,-0.012479598544764709,0.18589726559633948,0.0,0.0,0.0,-0.059523058987138035,-0.3937867298069433,-0.5367457301864185,0.0,-0.25385127759129666,-0.5906923096888456,0.0,-0.12651834914277915,0.0,-0.4235266662892721,0.0,0.059524386809821035,0.0,-0.2956297959134716,0.0,0.0,0.0,0.0,0.0,0.0,-0.7689244204003745,0.0,0.0,0.0,0.0,0.04193465504282251,-0.21523650151172877,0.0,0.024629931423276342,0.0,-0.6617713228674238,0.0,0.0,0.0,-0.19686944205712825,-0.2739360501291869,-0.4562453442671481,-0.3181511049149396,0.07777433153603487,-0.17865774859046882,-0.3667042064282817,0.0,0.0,0.0,0.0,-0.34199591631263293,-0.14380478753867637,0.16059308010249987,-0.09282076562587979,0.0,0.13749309249349692,-0.04315196464849565,0.0,0.0
0.28260717981069644,0.357775304836293,-1.0,0.5520327580438144,0.0,0.37680225417447527,-0.0963533665730307,0.0,-0.00959586807786256,0.0,0.0,-0.19686944205712825,-0.04315196464849565,0.11659860157580289,-0.3937867298069433,0.0,0.0,0.0,0.04193465504282251,-0.3667042064282817,-0.16108852820227035,0.0,0.0,0.0,0.0,-0.5906923096888456,-0.4562453442671481,-1.0,-0.2956297959134716,-0.6617713228674238,-0.10960407384182626,-0.09282076562587979,-0.23414944874252777,-0.4235266662892721,-0.3181511049149396,0.007364470682947437,-0.7689244204003745,0.0,-0.34199591631263293,0.024629931423276342,0.0,0.0,0.0,0.0,0.0,0.20885418103755893,-0.5367457301864185,0.0,0.0,-0.12651834914277915,-0.059523058987138035,0.0,-0.25385127759129666,0.059524386809821035,-0.07616392770215681,0.13749309249349692,0.0,0.0,0.0,0.0,0.0,-0.21523650151172877,0.0,0.0,0.0,0.0,0.0,-0.2739360501291869,0.0,-0.14380478753867637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17865774859046882
0.6356309071762777,0.0,0.0,0.0,0.0,0.0,0.35282140255109995,0.0,0.11659860157580289,0.0,0.0,-0.09282076562587979,0.07777433153603487,0.0,0.0,-0.5906923096888456,-0.012479598544764709,0.16059308010249987,0.0,0.0,-0.12651834914277915,0.07741253266325841,-0.5367457301864185,-0.10960407384182626,-0.6617713228674238,0.0,0.0,0.0,0.0,-0.21523650151172877,0.0,0.18589726559633948,-0.14380478753867637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034326729591865626,0.0,0.0,0.0,-1.0,0.0,0.0,0.13749309249349692,-0.34199591631263293,-0.059523058987138035,0.0,0.0,-0.7689244204003745,-0.4235266662892721,0.0,0.0,0.007364470682947437,0.0,-0.4562453442671481,-0.17865774859046882,0.0,0.0,-0.23414944874252777,-0.3181511049149396,-0.2739360501291869,-0.3937867298069433,-0.25385127759129666,-0.2956297959134716,0.0,0.0,-0.04315196464849565,0.0,0.0,-0.07616392770215681,0.04193465504282251,-0.16108852820227035,-0.3667042064282817,0.024629931423276342,-0.4933549721023198,-0.19686944205712825
0.5435657466342462,0.4446089336123516,0.0,0.0,0.0,0.0,0.58624295716743,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.00959586807786256,-0.4562453442671481,0.07741253266325841,-0.14380478753867637,-0.04315196464849565,0.0,0.0,0.0,-0.34199591631263293,0.0,-0.3937867298069433,0.0,0.024629931423276342,0.2173831745363812,-0.21523650151172877,-0.07616392770215681,-0.09282076562587979,-0.16108852820227035,-0.17865774859046882,-0.25385127759129666,0.0,0.0,0.0,0.0,-0.3181511049149396,0.0,0.0,0.0,0.0,0.0,0.07777433153603487,0.0,0.0,0.0,0.0,-0.02639466065566566,-0.4235266662892721,0.0,0.0,0.0,-0.2739360501291869,0.13749309249349692,-0.5367457301864185,-0.059523058987138035,0.0,0.0,-0.3667042064282817,-0.4933549721023198,0.0,0.0,0.0,-0.2956297959134716,-0.5906923096888456,-0.7689244204003745,-0.10960407384182626,-0.6617713228674238,-0.12651834914277915,0.11659860157580289,0.0,0.0,-0.19686944205712825,-0.23414944874252777,0.0,0.0,0.04193465504282251,0.007364470682947437
0.02153379713521276,0.0,-0.12064955732278135,0.0,0.0,0.27868999051048665,0.42564168360029847,0.14604818624824373,0.059524386809821035,0.0,-0.4933549721023198,0.0,0.0,0.0,-0.23414944874252777,-0.19686944205712825,0.0,-0.4562453442671481,-0.3181511049149396,-0.07616392770215681,0.0,0.0,0.18589726559633948,0.024629931423276342,-0.04315196464849565,-0.6617713228674238,0.0,-0.12651834914277915,0.0,-0.2739360501291869,0.0,0.0,-1.0,0.0,0.0,0.0,-0.14380478753867637,0.0,-0.25385127759129666,0.0,-0.5121267049912406,0.0,-0.00959586807786256,0.0,0.0,0.0,0.16059308010249987,-0.5367457301864185,0.0,0.0,0.0,0.0,0.0,-0.7689244204003745,0.0,0.2173831745363812,0.04193465504282251,-0.09282076562587979,0.0,0.0,-0.02639466065566566,-0.34199591631263293,0.0,0.0,-0.16108852820227035,-0.17865774859046882,-0.4235266662892721,0.0,0.0,0.07777433153603487,0.0,0.0,0.0,-0.10960407384182626,-0.5906923096888456,-0.3667042064282817,0.0,0.0,-0.21523650151172877,-0.2956297959134716
0.0,0.6324918788527771,0.0,0.5520327580438144,0.0,0.0,0.15308191464046567,-0.26996900956111736,0.0,-0.25385127759129666,0.0,-0.04315196464849565,-0.3181511049149396,0.0,0.0,0.0,0.0,0.0,0.0,-0.07616392770215681,0.0,-0.8606454747826103,-0.7689244204003745,-0.5367457301864185,0.0,0.16059308010249987,0.0,-0.4562453442671481,0.0,-0.059523058987138035,-0.23414944874252777,-0.02639466065566566,-0.2739360501291869,-0.19686944205712825,0.0,0.0,0.0,-0.12651834914277915,-0.4933549721023198,-0.21523650151172877,0.0,-0.4235266662892721,-1.0,-0.3937867298069433,0.0,0.0,-0.16108852820227035,0.0,-0.14380478753867637,-0.10960407384182626,0.07777433153603487,0.0,0.0,0.0,-0.3667042064282817,0.11659860157580289,0.0,-0.2956297959134716,-0.00959586807786256,-0.09282076562587979,0.0,0.18589726559633948,0.0,0.0,0.0,0.0,0.0,0.007364470682947437,0.0,0.059524386809821035,0.0,0.0,0.0,0.0,-0.5906923096888456,-0.34199591631263293,0.024629931423276342,0.09665050141588814,0.0,0.0
-0.3204835748437199,0.0,0.23633815035641476,0.0,0.0,0.27868999051048665,0.15308191464046567,0.0,0.0,-0.2956297959134716,-0.12651834914277915,-0.34199591631263293,0.0,-0.3667042064282817,0.0,0.16059308010249987,0.0,-1.0,-0.3181511049149396,-0.4562453442671481,0.0,0.0,-0.07616392770215681,0.0,-0.3937867298069433,0.0,0.0,0.0,0.09665050141588814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007364470682947437,0.0,0.0,-0.09282076562587979,-0.20949852017756504,0.0,0.0,0.18589726559633948,-0.23414944874252777,-0.2799189306533617,0.059524386809821035,-0.2739360501291869,-0.19686944205712825,0.0,-0.4933549721023198,0.0,-0.5367457301864185,-0.5906923096888456,0.0,0.0,0.0,0.0,0.0,0.0,-0.04315196464849565,-0.6617713228674238,0.0,0.0,-0.7689244204003745,-0.25385127759129666,-0.14380478753867637,-0.00959586807786256,0.0,0.0,0.0,0.0,0.0,0.0,-0.059523058987138035,0.07777433153603487,-0.02639466065566566,0.024629931423276342,-0.4235266662892721,-0.17865774859046882
0.0,0.0,0.19590458570638106,0.0,0.0,0.0,0.7935544607358701,-0.38359365058517664,-0.2739360501291869,0.0,-0.00959586807786256,0.024629931423276342,0.0,-0.4933549721023198,0.0,0.0,-0.6980474490678006,-0.3937867298069433,0.16059308010249987,0.0,-0.07616392770215681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21523650151172877,0.0,0.0,0.0,0.0,0.0,0.04193465504282251,0.11659860157580289,0.0,0.0,0.0,0.0,0.0,0.007364470682947437,-0.8606454747826103,-0.3667042064282817,-0.7689244204003745,0.13749309249349692,-0.09282076562587979,-0.4562453442671481,0.0,-0.19686944205712825,-1.0,0.059524386809821035,0.0,-0.02639466065566566,0.0,-0.34199591631263293,-0.5906923096888456,0.0,-0.12651834914277915,-0.04315196464849565,-0.23414944874252777,-0.14380478753867637,0.18589726559633948,-0.4235266662892721,-0.10960407384182626,0.0,0.0,-0.059523058987138035,-0.2956297959134716,0.0,-0.16108852820227035,0.0,-0.17865774859046882,0.0,0.0,0.07777433153603487,-0.3181511049149396
